doc_id,doc_char_count,n_chunks
f560c6d9223fcae2,7010,3
f595ac111dba722a,4776,2
f5b8511703884d9a,98825,45
f619f46697139db9,174228,163
f6901795ca2b69c7,38859,16
f6a416801fe6ae28,197028,79
f71aa6c7cc081e48,27209,15
f73f06567ccf6cb8,36577,16
f7fbabbf6f475c99,149431,69
f832f3024543ddf3,33010,16
f848731867fc32d4,135106,57
f8c4b0a3a11d0fe1,104576,42
f8ca10f6c05d6900,9975,4
f8ee25dc5e2b6cb5,37621,63
f9c45d4b22b4e682,8523,4
f9e5345e4086e7d1,32041,13
f9ead0722605b5f8,81178,95
fa0085010716e12a,7262,3
fa3ce29c53c42250,7028,3
fa42033cde5c45d5,24182,15
faa4112ce4a27f8b,39540,40
faccb5134b569dea,5774,4
fb2427075540afee,37027,16
fb5aa53845cd447c,46126,64
fb9acd01d0908999,25612,11
fbd75316ee968dd6,27485,27
fc83323ff261ce18,122816,53
fcae2447c0a519ea,1208,1
fcf26e40a1b97c1c,18457,13
fd0e6b6440d2cf34,18481,8
fdfa51c2341a45f9,203879,495
fe1afb5140bb5e30,6903,10
fe1c2b15852e26be,46671,26
fe66740812111f3b,8923,7
fea96923f848ce98,11376,10
fed5408c25b61745,291706,138
fee21811fa6e974e,8194,5
ff07b8256043ed3c,5655,3
ff41b70bdf49dfa1,141210,57
ffd46d16d76aa96a,18100,8
