pc,direction,rank,term,loading
24,positive,29,military,0.04519219578082383
24,positive,30,funds,0.044689294436055446
24,negative,1,systems,-0.12832788307973042
24,negative,2,security,-0.12418244049096319
24,negative,3,personal,-0.11403905675641324
24,negative,4,personal data,-0.11260869272924949
24,negative,5,technology,-0.11016908146089041
24,negative,6,health,-0.10883200957444092
24,negative,7,technologies,-0.07207609502051873
24,negative,8,contained,-0.0716604358404566
24,negative,9,house,-0.06799937146143162
24,negative,10,energy,-0.06717684097485287
24,negative,11,senate,-0.06661613351177825
24,negative,12,privacy,-0.06618575224489855
24,negative,13,safety,-0.06596605569354513
24,negative,14,human,-0.0599359196792405
24,negative,15,cyber,-0.05911599088581132
24,negative,16,provision,-0.058159497544014685
24,negative,17,smart,-0.05748203225502909
24,negative,18,protection,-0.057442087923015174
24,negative,19,secretary,-0.05658526373352901
24,negative,20,global,-0.0551464509816363
24,negative,21,295,-0.054674495517620825
24,negative,22,science,-0.05457973403025366
24,negative,23,standards,-0.05457036662040358
24,negative,24,defense,-0.05451413738958542
24,negative,25,national,-0.054216984807634865
24,negative,26,information,-0.05034826413607691
24,negative,27,amendment,-0.04990307744076495
24,negative,28,risk,-0.049815436253109094
24,negative,29,vehicles,-0.049711460258123674
24,negative,30,risks,-0.04787859506730651
25,positive,1,health,0.3806361568462299
25,positive,2,care,0.1616006971755203
25,positive,3,generative,0.15316304496390468
25,positive,4,generative ai,0.13997930925308497
25,positive,5,information,0.13269102501815458
25,positive,6,https,0.10594437251476226
25,positive,7,services,0.1039465255429187
25,positive,8,medical,0.09917253063878904
25,positive,9,education,0.09406357481590134
25,positive,10,healthcare,0.08870968521695369
25,positive,11,social,0.08270443914901159
25,positive,12,access,0.07818459645289656
25,positive,13,research,0.07715676886477374
25,positive,14,patient,0.07239576771374132
25,positive,15,content,0.06374516046139286
25,positive,16,health care,0.06083290467418189
25,positive,17,patients,0.059330486800894075
25,positive,18,ministry,0.05884887951896835
25,positive,19,org,0.054130301419676737
25,positive,20,systems,0.053998515189936376
25,positive,21,scientific,0.05336567991129884
25,positive,22,service,0.05249368456891947
25,positive,23,models,0.05209512065025448
25,positive,24,online,0.0519249041530509
25,positive,25,www,0.0510208609803635
25,positive,26,inserting,0.049386131590196836
25,positive,27,language,0.048677271555692826
25,positive,28,google,0.04739579590680567
25,positive,29,human,0.046086729676988895
25,positive,30,institutions,0.04581622169578113
25,negative,1,machine learning,-0.17287699125092784
25,negative,2,uk,-0.16490686458965553
25,negative,3,learning,-0.16357505298275044
25,negative,4,liability,-0.14185075980540113
25,negative,5,damage,-0.1036932360655163
25,negative,6,quality,-0.09248982408755907
25,negative,7,industrial,-0.09032513602272912
25,negative,8,innovation,-0.08303104734630087
25,negative,9,article,-0.07881096461173842
25,negative,10,guideline,-0.07804752056843367
25,negative,11,digital,-0.07769108889746124
25,negative,12,machine,-0.07662063445721468
25,negative,13,quality management,-0.06903312243998255
25,negative,14,technology,-0.06831593120218721
25,negative,15,economy,-0.06575107448900416
25,negative,16,learning quality,-0.06443172126620307
25,negative,17,law,-0.06161501979636451
25,negative,18,industry,-0.0610298237692312
25,negative,19,strategy,-0.06035847264495854
25,negative,20,industrial science,-0.05714828665632059
25,negative,21,advanced industrial,-0.05709555134207177
25,negative,22,gov uk,-0.05687231695037675
25,negative,23,management guideline,-0.05637173200453526
25,negative,24,guideline national,-0.05439141199592498
25,negative,25,3rd english,-0.05386866513713437
25,negative,26,institute 3rd,-0.05386866513713437
25,negative,27,edition advanced,-0.05372831061319686
25,negative,28,english edition,-0.05369693116274309
25,negative,29,investment,-0.05326071600523624
25,negative,30,edition,-0.05297458221273657
