country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Thailand,0.0050152514407905205,0.002860013930782118,0.00015860353499765512,0.004218878397804663,0.0018533771926530114,1.7256378071076794e-05,0.007926721929194807,4.601010593879928e-05,0.0022592196473319765,0.0003943514180541936,0.00024329498218127969,0.0016723567800265438,0.004296077668807626,2.6146778091400206e-05,0.0031080217781109206,0.000566114046970402,0.0010449881603001175,0.0015909451284848767,0.001056193343390463,0.0028634028775224407,0.0005428228942622928,0.0008878829981295693,0.001751145947447797,0.0014120450063705063,0.0034636713514968336
Tunisia,0.0008335828136692573,0.0009969602833202822,7.325717618593769e-05,0.003510735346854669,0.00501141152468459,1.3016894394088676e-05,0.004604387425237153,9.913749334914048e-05,0.00033054733264490407,0.000505260875391596,0.001897094305947127,0.0007571555199342174,0.0002117980221934239,0.0002241517080495201,0.00023408238800526454,0.002068208417355317,0.0012694423986096904,0.001052572431946069,0.0028113121709389902,0.0003658805249289442,0.000574158123035072,0.0014496669458683696,0.00035333087632948387,0.0003674707255538442,0.0010941146820079338
Türkiye,0.002365893131904498,0.0007914263784396733,0.00044009569609307976,0.003128634125773933,0.0008362192318955065,5.116805906626842e-06,0.0026217928960112105,3.7452906375420125e-05,0.0020419795415960906,0.00020812913194346046,0.000632754441185717,0.000692645674980152,0.004808897377820156,0.002906754665344909,0.01396353713321801,0.004922330003537985,0.004274071970069787,0.001097767600483182,0.0023592011204308554,0.0007487241830253998,0.00037092606732215327,0.0007796298716399154,0.0007118428481946402,0.0007747244077741294,0.0007721669123907291
Ukraine,0.0007160433995319225,8.014005482091915e-05,1.3540672799632276e-05,0.008616884033867789,0.004595858374947379,1.92741263041554e-06,0.00037311087538295727,1.6123421522585772e-05,0.005656953601680275,7.766468895047754e-05,0.00033694706403188514,0.0005062864678723149,0.0025733251393028327,0.0023582346494926717,0.0006100343951839887,0.0024822590478837054,0.0002985684217108397,0.0006846171764380446,0.0007752960146561838,0.0005080659525518047,0.0010071942587019731,0.00010973924890301979,0.0009877500747901536,0.0020934488808492923,0.0005030079406919272
United Arab Emirates,0.004325552682856774,0.00038530740050601777,5.976620209456021e-07,0.0026581234976256027,6.677991737453734e-05,1.0924214249270666e-07,3.216725245006572e-05,3.354281370612517e-05,0.0018477600747515224,1.045144555262941e-05,0.0001400420451623406,2.0059156267664836e-05,6.0355249734020655e-05,0.0032927183451450827,0.0007538141464255333,0.00028315800077830856,0.00015414729943537663,0.0008485435366302624,0.0009100912842444472,0.00013663923356802446,0.00048062043684546244,8.666642639982742e-05,0.0002186381052155521,0.0015262732282725158,0.00014795135165032692
United Kingdom,0.0028930145715196226,0.0009320937266178734,8.950693349011361e-05,0.005127927254547998,0.002596166091101012,7.68135846472604e-06,0.002707267220724503,7.986046084662716e-05,0.0027529102422233875,0.00011630550736007918,0.0007259578676606262,0.009812736337470006,0.00211168205506122,0.0024191746929256895,0.000547821315655707,0.0004894542808875517,0.0016094208061977824,0.0006611631607985892,0.0012960600175485832,0.000555655510892965,0.0004695412022610917,0.0006974062328875274,0.0013025509334564644,0.0006848654114701122,0.0015015169592856416
United Nations,2.061136864470326e-05,0.000280460941631738,0.0003956066848859429,0.002148309593856472,0.00014041889965189455,1.2825983354392836e-05,0.007177929987923119,0.00011967555565312787,0.04763945399470748,0.0004622775345022082,9.894306571190511e-06,0.012786088541067804,0.006603661374399599,0.0003445967138461518,0.0008097970538494533,0.001539304903731736,0.004783761443831758,0.00038514298389300347,0.0006797172017949279,1.7666435963040184e-05,8.100765802248731e-06,0.00017495638286365653,0.001592580626456703,0.00014912009146244277,8.99208112112467e-05
United States,0.0023358673405238246,0.006372266362344223,6.230229784457862e-05,0.002633625961811346,0.002054942976924389,4.247816772794266e-06,0.001377401017746931,3.38070204788431e-05,0.0030551900843772714,0.0007101366263537629,0.0004693721493810703,0.0016759215544891461,0.0014222938457360249,0.0012995293463785506,0.0006869328359677766,0.0006017709371322803,0.0008488497270813073,0.0010186035924826772,0.0008629717950462022,0.0005573500425634398,0.0006875212705025872,0.0003785884279314702,0.0006175546071657713,0.0008990103497224254,0.0006008751419272698
Uruguay,0.0020649859093450356,0.00035083798055616757,5.8331566560527376e-05,0.007889351318710535,0.00213504149394874,1.5691070755034578e-06,0.0015033784060935497,6.0376143929101614e-05,0.0013183739759655196,0.0002385499196002223,0.0010664244408511935,0.0013241354349729333,0.004188041197738933,0.000908485697475344,6.804270451682142e-05,0.0019388575885745166,0.001419096064569578,0.0007255943156824965,0.001438223557542274,0.00017425923042513415,0.0002442504078270054,0.0009368015271576584,1.50806726840789e-05,0.0005741121448958781,4.340430129990016e-05
Uzbekistan,0.0016706390080900052,0.0009186004564051272,6.511353144110515e-05,0.001103730923925416,6.314062892886391e-05,1.2641679351942549e-06,0.0008226290603250432,3.958888316315325e-05,0.0020153965511564395,1.7059644918371084e-05,0.0004635158349062483,0.000838719162138637,0.00045118830789231965,0.00031077492062992206,0.00048721667536180007,0.0002525795953626322,0.0017289637789591678,0.00064056707435811,0.0014058307544992446,0.0002738330205058756,0.00011274072910805179,0.0002515386771342677,0.00037115692198286574,0.0004660209882226833,0.001078985690969689
Vietnam,0.0013968017461534789,0.0005522889989578356,9.75012339421715e-05,6.454674806174445e-05,0.0004437712908760004,2.5889814192135876e-06,0.0017871405343087505,1.5262283382343467e-05,0.0011453040232410417,0.00015563664658519965,0.00019813834504705163,8.313762360075385e-05,0.0001684302643877457,0.0005632050665965169,0.0011236966323509739,0.0004254073438909178,1.1692257654307579e-05,0.002690769814445866,4.459130557706436e-05,0.0006568980716576574,0.0001815035344962561,0.0015517912704223918,0.0002702952079191019,0.00022009505857449452,0.0006562525978020275
World Economic Forum,0.0024011588914601856,0.0010834016286339321,6.942042609527757e-05,0.00488844500022138,0.00045413034939806085,7.059168187283623e-07,0.0003576059874377068,1.3622675472359383e-06,6.206669504517007e-05,3.805897930281735e-06,0.00045787011880869826,9.707266818636089e-05,0.0001244120042983368,0.004106813873503029,0.0001106023712974657,0.00022937545321180915,0.0002930450739403686,0.00019621402209399634,0.00015422136015243564,1.119054053193314e-05,0.000687222412389828,0.0006233197044432652,0.0009696085240227109,0.0007530173900333012,0.0005045400250844726
