country,pca1,pca2,pca3,pca4,pca5
Armenia,4.096090246177876,1.5366183080190223,-0.010318463167979727,-1.5773377035678784,-0.6554723396731881
Mauritius,-2.1057040171441868,-2.131606309379988,-1.3547841485722965,-2.2735274620802555,-0.3906837633662606
G7,0.794527640694769,0.05632325459097591,1.0159573172783118,1.2682110563499402,-0.9416700603988447
Slovakia,1.9200100907293236,0.4272450767995002,0.8829208644053081,-0.0607565648244117,-1.6601704368134063
United Nations,0.3959255723654615,-0.3802145367075003,1.1702074386720296,-0.3712281474045439,0.8607904936550821
Iceland,-4.221031175978848,-4.3931231785775555,-0.9572585010139938,0.0633837191064638,-1.8448420713930689
Poland,0.9417308560964992,-0.8960981072238509,-0.8896605382941587,-1.0692818357233969,-2.191557036519343
Greece,2.4353001020744176,0.6595382252703972,-0.168677775552235,-1.8228642008565115,2.288324277499878
Uganda,1.5235195174237026,0.12775074038093523,5.351892567788211,-0.6715336688028021,1.1895836979882606
Indonesia,1.561413546646385,1.1827976432280964,-0.4198491231285606,0.7717782670105974,-1.1367436649212568
Cyprus,2.0010128948545094,0.786016818369588,0.22022491922376844,0.3804519846568149,-0.3389630426693904
Lithuania,1.5997221232396122,-0.016477642168533643,1.3219039519396945,0.9407251888805297,-1.0369077471906274
African Union,-1.3843542618316034,-1.7734354297892585,1.8894981300861788,0.6632952748385436,4.17132299257374
Council of Europe,-0.84107087120368,-1.4571958477457445,2.6202778587508773,1.5135359091309546,3.7306019046415453
Nigeria,-4.794447549221026,-5.481013542158954,-3.434924876177471,-3.1474503534299783,4.528776469687381
Croatia,-2.1474089044937545,-3.1457190782568847,1.2349010057213812,-0.28277129221851516,-2.0754139367437303
Morocco,2.455622598034283,0.2808258674366121,-2.111062183544757,-1.9420491455886473,2.284776482352455
Malaysia,3.0376217329049795,0.38292441646587233,0.6609683139766689,-1.561046007357364,-1.4510563949221265
